Customer_ID,Age,Region,Plan,Contract_Type,Payment_Method,Tenure_Months,Monthly_Fee,Discount_Pct,Support_Tickets,Late_Payments,Usage_Hours_Monthly,Satisfaction_Score,Churn,Annual_Value
CUST10264,57,West,Standard,Quarterly,Credit Card,13,799.0,0,0,1,37.9,4.5,0,9588.0
CUST10265,37,North,Standard,Annual,UPI,46,799.0,5,1,2,23.8,4.0,0,9108.6
CUST10266,52,South,Standard,Monthly,Credit Card,5,899.0,5,1,1,11.2,3.5,0,10248.6
CUST10267,42,West,Standard,Monthly,Credit Card,42,799.0,0,1,0,8.3,4.2,0,9588.0
CUST10268,52,East,Basic,Monthly,UPI,44,499.0,0,3,1,10.5,2.7,0,5988.0
CUST10269,42,West,Premium,Monthly,UPI,10,1249.0,0,2,1,19.0,2.8,1,14988.0
CUST10270,46,South,Standard,Quarterly,Debit Card,43,899.0,10,3,0,32.1,4.1,0,9709.2
CUST10271,35,South,Premium,Monthly,Credit Card,25,1299.0,0,0,1,13.8,1.5,0,15588.0
CUST10272,35,West,Standard,Annual,Debit Card,34,799.0,0,1,1,33.4,3.5,0,9588.0
CUST10273,19,West,Basic,Monthly,Debit Card,37,599.0,0,1,2,23.4,4.0,0,7188.0
CUST10274,52,North,Standard,Monthly,UPI,30,799.0,15,5,0,25.9,4.7,0,8149.8
CUST10275,33,South,Basic,Monthly,Net Banking,7,549.0,15,5,1,25.6,4.9,0,5599.8
CUST10276,58,West,Standard,Monthly,Debit Card,6,849.0,5,3,2,26.7,3.4,0,9678.6
CUST10277,53,West,Basic,Monthly,Net Banking,3,499.0,5,3,2,18.7,4.2,0,5688.599999999999
CUST10278,50,South,Basic,Quarterly,Credit Card,13,499.0,20,2,1,3.3,2.8,0,4790.400000000001
CUST10279,21,West,Premium,Monthly,UPI,3,1199.0,0,2,0,17.3,3.1,0,14388.0
CUST10280,50,North,Basic,Quarterly,Credit Card,26,599.0,0,2,0,14.9,4.7,0,7188.0
CUST10281,31,South,Premium,Monthly,Credit Card,24,1199.0,0,0,1,24.5,3.5,0,14388.0
CUST10282,38,North,Basic,Monthly,UPI,6,549.0,0,2,0,23.8,3.6,0,6588.0
CUST10283,37,North,Standard,Monthly,Credit Card,43,799.0,5,1,0,19.8,2.6,0,9108.6
CUST10284,25,North,Standard,Annual,UPI,42,799.0,15,2,2,36.0,3.9,0,8149.8
CUST10285,24,North,Standard,Monthly,Net Banking,12,899.0,10,2,0,16.9,4.2,0,9709.2
CUST10286,20,South,Basic,Quarterly,Credit Card,36,549.0,5,4,0,4.2,4.2,0,6258.599999999999
CUST10287,34,North,Basic,Monthly,UPI,2,599.0,15,4,0,23.0,2.4,0,6109.8
CUST10288,50,North,Basic,Quarterly,Debit Card,11,499.0,0,2,0,31.5,4.4,0,5988.0
CUST10289,29,West,Basic,Monthly,Credit Card,39,499.0,0,2,2,24.3,2.6,0,5988.0
CUST10290,39,South,Standard,Quarterly,Net Banking,34,799.0,5,4,0,19.1,3.5,0,9108.6
CUST10291,39,South,Premium,Quarterly,UPI,26,1199.0,10,2,0,23.9,2.0,0,12949.2
CUST10292,47,East,Premium,Annual,Credit Card,18,1199.0,0,4,0,36.7,3.3,1,14388.0
CUST10293,55,South,Standard,Monthly,Credit Card,21,849.0,5,0,0,15.0,2.6,0,9678.6
CUST10294,55,South,Standard,Monthly,Credit Card,36,799.0,10,0,0,22.2,3.1,0,8629.2
CUST10295,25,East,Standard,Monthly,Net Banking,40,799.0,10,2,0,27.4,3.6,0,8629.2
CUST10296,44,South,Basic,Annual,UPI,46,499.0,10,2,2,24.0,4.2,0,5389.2
CUST10297,44,South,Premium,Monthly,Debit Card,44,1249.0,5,3,0,20.0,4.2,0,14238.599999999999
CUST10298,51,South,Standard,Quarterly,Debit Card,22,849.0,0,3,2,18.6,1.4,0,10188.0
CUST10299,38,South,Standard,Monthly,Debit Card,30,799.0,5,4,0,19.7,4.1,0,9108.6
CUST10300,47,East,Basic,Monthly,UPI,43,499.0,0,1,1,26.3,3.7,0,5988.0
CUST10301,50,South,Standard,Monthly,Debit Card,30,799.0,20,2,0,25.8,3.0,0,7670.400000000001
CUST10302,45,South,Standard,Annual,Net Banking,8,899.0,5,1,1,38.8,2.7,0,10248.6
CUST10303,50,East,Premium,Quarterly,UPI,34,1299.0,0,1,0,9.7,3.4,0,15588.0
CUST10304,22,West,Standard,Annual,Credit Card,47,849.0,10,5,2,36.1,3.7,0,9169.2
CUST10305,36,North,Standard,Monthly,Net Banking,9,799.0,5,1,1,20.4,3.8,0,9108.6
CUST10306,21,West,Premium,Quarterly,Credit Card,20,1199.0,0,3,0,21.3,3.3,0,14388.0
CUST10307,52,East,Basic,Quarterly,Debit Card,40,549.0,15,1,1,28.9,1.2,0,5599.8
CUST10308,34,North,Standard,Monthly,Net Banking,25,899.0,15,0,0,28.8,3.1,0,9169.8
CUST10309,45,East,Basic,Annual,UPI,19,599.0,10,1,0,31.3,2.4,1,6469.2
CUST10310,47,East,Standard,Annual,Net Banking,5,899.0,0,0,1,33.0,5.0,0,10788.0
CUST10311,46,South,Premium,Annual,Credit Card,11,1199.0,5,1,0,21.7,3.6,0,13668.599999999999
CUST10312,23,North,Basic,Quarterly,UPI,15,599.0,10,3,1,33.1,4.2,0,6469.2
CUST10313,52,South,Premium,Monthly,Net Banking,8,1249.0,0,2,1,17.0,4.1,0,14988.0
CUST10314,58,North,Basic,Monthly,Net Banking,19,549.0,0,1,3,19.6,3.8,0,6588.0
CUST10315,54,East,Premium,Annual,Net Banking,23,1199.0,15,3,1,20.5,3.1,0,12229.8
CUST10316,41,East,Standard,Monthly,Net Banking,27,799.0,0,3,1,17.8,3.0,0,9588.0
CUST10317,46,West,Premium,Quarterly,UPI,40,1199.0,10,0,0,22.5,1.7,0,12949.2
CUST10318,48,North,Basic,Quarterly,Credit Card,32,499.0,5,2,0,29.2,3.6,0,5688.599999999999
CUST10319,52,South,Premium,Quarterly,Net Banking,26,1199.0,5,1,0,27.2,3.8,0,13668.599999999999
CUST10320,50,West,Standard,Annual,UPI,27,899.0,0,2,2,17.1,3.5,0,10788.0
CUST10321,38,West,Basic,Monthly,Credit Card,19,499.0,15,0,2,16.4,3.6,0,5089.8
CUST10322,49,West,Premium,Monthly,Net Banking,42,1199.0,5,3,0,15.2,2.4,0,13668.599999999999
CUST10323,40,South,Basic,Monthly,Credit Card,29,499.0,5,2,0,22.7,3.2,0,5688.599999999999
CUST10324,50,West,Premium,Monthly,Credit Card,39,1199.0,10,4,0,9.4,2.9,0,12949.2
CUST10325,20,South,Basic,Monthly,UPI,41,599.0,10,1,0,14.9,4.1,0,6469.2
CUST10326,35,West,Standard,Monthly,Credit Card,33,799.0,20,4,0,18.3,3.5,0,7670.400000000001
CUST10327,42,South,Standard,Annual,UPI,19,799.0,5,1,0,30.4,2.9,0,9108.6
CUST10328,59,East,Basic,Annual,Net Banking,37,599.0,5,1,0,20.9,3.4,0,6828.599999999999
CUST10329,48,East,Basic,Monthly,Credit Card,19,599.0,20,0,1,30.0,2.6,0,5750.400000000001
CUST10330,20,East,Basic,Monthly,Credit Card,33,499.0,10,4,1,23.5,3.2,0,5389.2
CUST10331,57,East,Standard,Annual,Debit Card,47,849.0,0,4,1,18.2,4.0,0,10188.0
CUST10332,41,East,Basic,Monthly,Net Banking,16,549.0,0,2,0,18.5,2.3,0,6588.0
CUST10333,49,West,Standard,Monthly,Net Banking,23,849.0,15,2,0,12.7,3.4,0,8659.8
CUST10334,39,West,Basic,Monthly,Debit Card,7,499.0,5,2,0,41.2,2.8,0,5688.599999999999
CUST10335,40,West,Basic,Quarterly,Debit Card,26,599.0,10,2,0,30.9,2.3,0,6469.2
CUST10336,19,South,Standard,Monthly,UPI,32,799.0,5,4,1,26.8,5.0,0,9108.6
CUST10337,44,South,Basic,Annual,UPI,12,499.0,0,0,1,11.6,4.6,0,5988.0
CUST10338,59,South,Premium,Monthly,Credit Card,8,1199.0,10,4,0,18.4,3.0,0,12949.2
CUST10339,19,South,Premium,Monthly,Credit Card,5,1199.0,0,1,1,14.2,3.2,1,14388.0
CUST10340,43,East,Standard,Monthly,Credit Card,42,899.0,5,1,2,23.0,1.7,0,10248.6
CUST10341,34,East,Standard,Monthly,Credit Card,28,849.0,5,2,0,14.6,2.1,0,9678.6
CUST10342,57,East,Premium,Quarterly,UPI,5,1199.0,5,3,0,16.6,2.5,0,13668.599999999999
CUST10343,50,North,Basic,Quarterly,Net Banking,26,499.0,10,2,0,14.8,3.5,0,5389.2
CUST10344,26,West,Basic,Quarterly,Credit Card,5,499.0,15,7,0,20.1,3.4,0,5089.8
CUST10345,60,South,Basic,Quarterly,Net Banking,22,599.0,10,5,0,22.6,3.8,0,6469.2
CUST10346,56,South,Standard,Annual,Credit Card,15,849.0,0,2,0,20.3,4.1,0,10188.0
CUST10347,46,East,Basic,Annual,Debit Card,13,549.0,0,3,1,34.3,3.8,0,6588.0
CUST10348,59,South,Standard,Quarterly,Credit Card,28,849.0,5,2,0,28.5,2.5,0,9678.6
CUST10349,43,South,Premium,Monthly,Credit Card,33,1249.0,15,2,4,15.7,3.8,0,12739.8
CUST10350,52,West,Premium,Monthly,Credit Card,43,1249.0,15,2,0,24.6,4.1,0,12739.8
CUST10351,42,East,Standard,Monthly,UPI,23,799.0,15,2,1,16.4,3.1,0,8149.8
CUST10352,41,West,Basic,Quarterly,Debit Card,33,599.0,0,2,2,18.8,1.8,0,7188.0
CUST10353,30,North,Premium,Monthly,Credit Card,43,1249.0,5,1,0,25.8,4.6,0,14238.599999999999
CUST10354,24,North,Standard,Monthly,Credit Card,18,849.0,5,0,0,27.3,3.6,0,9678.6
CUST10355,53,North,Basic,Annual,Net Banking,30,599.0,0,5,0,17.3,1.0,0,7188.0
CUST10356,37,East,Basic,Annual,Debit Card,26,549.0,0,5,1,13.2,5.0,0,6588.0
CUST10357,18,South,Premium,Annual,Credit Card,16,1249.0,20,1,1,22.7,3.1,0,11990.400000000001
CUST10358,25,East,Standard,Monthly,Net Banking,13,899.0,0,2,2,25.5,5.0,0,10788.0
CUST10359,33,East,Premium,Quarterly,Net Banking,39,1199.0,0,0,0,16.9,3.8,0,14388.0
CUST10360,31,South,Premium,Monthly,UPI,33,1199.0,0,1,2,28.5,3.3,0,14388.0
CUST10361,29,West,Standard,Monthly,Net Banking,26,849.0,15,2,0,27.1,3.7,0,8659.8
CUST10362,40,North,Standard,Monthly,Credit Card,48,799.0,5,0,1,16.8,2.9,0,9108.6
CUST10363,32,West,Standard,Monthly,UPI,1,849.0,10,2,0,31.0,3.6,0,9169.2
CUST10364,45,North,Basic,Monthly,UPI,38,549.0,15,4,0,31.3,5.0,0,5599.8
CUST10365,51,East,Standard,Annual,Credit Card,2,849.0,5,3,2,38.5,2.7,0,9678.6
CUST10366,19,North,Standard,Monthly,Debit Card,6,899.0,10,3,0,35.7,4.0,0,9709.2
CUST10367,49,East,Standard,Quarterly,Net Banking,46,799.0,0,5,3,14.8,2.9,0,9588.0
CUST10368,40,West,Premium,Monthly,UPI,38,1249.0,0,3,0,29.4,3.3,0,14988.0
CUST10369,39,East,Standard,Monthly,Debit Card,42,849.0,15,6,0,29.0,5.0,0,8659.8
CUST10370,42,West,Standard,Monthly,Credit Card,24,799.0,10,1,1,19.2,4.0,0,8629.2
CUST10371,39,South,Standard,Monthly,Net Banking,18,799.0,5,4,0,25.6,4.2,0,9108.6
CUST10372,39,South,Standard,Quarterly,Net Banking,27,899.0,5,0,0,7.0,3.6,0,10248.6
CUST10373,59,South,Standard,Monthly,UPI,41,849.0,5,2,0,6.8,5.0,0,9678.6
CUST10374,23,East,Basic,Monthly,Net Banking,8,549.0,0,4,1,8.3,2.6,0,6588.0
CUST10375,32,South,Standard,Monthly,Net Banking,28,799.0,0,2,2,25.1,2.1,0,9588.0
CUST10376,60,North,Basic,Monthly,Net Banking,10,499.0,0,3,3,25.5,5.0,0,5988.0
CUST10377,54,West,Standard,Annual,Net Banking,17,799.0,0,0,0,19.8,3.2,0,9588.0
CUST10378,50,West,Standard,Monthly,Credit Card,29,799.0,15,0,0,35.8,3.9,0,8149.8
CUST10379,25,North,Standard,Quarterly,Debit Card,6,899.0,0,2,2,29.9,5.0,0,10788.0
CUST10380,22,East,Premium,Quarterly,Credit Card,14,1199.0,0,5,0,9.2,3.9,0,14388.0
CUST10381,56,East,Standard,Annual,Credit Card,22,899.0,5,1,0,20.6,5.0,0,10248.6
CUST10382,21,West,Standard,Annual,UPI,6,899.0,15,1,1,14.5,3.6,0,9169.8
CUST10383,23,South,Standard,Quarterly,Net Banking,26,899.0,0,2,1,25.3,2.9,0,10788.0
CUST10384,49,East,Standard,Quarterly,Credit Card,39,799.0,0,2,0,21.8,1.4,0,9588.0
CUST10385,47,East,Basic,Annual,Net Banking,12,599.0,5,1,0,14.9,3.8,0,6828.599999999999
CUST10386,52,North,Basic,Monthly,Credit Card,35,499.0,10,0,0,35.6,1.5,0,5389.2
CUST10387,57,North,Basic,Monthly,Credit Card,14,499.0,5,3,0,22.5,3.8,0,5688.599999999999
CUST10388,33,South,Standard,Monthly,UPI,22,799.0,15,1,0,18.7,4.8,0,8149.8
CUST10389,30,East,Basic,Annual,Debit Card,23,599.0,20,1,0,20.0,3.5,0,5750.400000000001
CUST10390,59,East,Basic,Annual,Debit Card,48,499.0,10,1,0,34.9,3.7,0,5389.2
CUST10391,47,North,Basic,Monthly,Credit Card,7,499.0,10,2,0,29.3,4.3,0,5389.2
CUST10392,36,East,Premium,Quarterly,UPI,40,1199.0,5,2,1,20.7,4.1,0,13668.599999999999
CUST10393,34,West,Basic,Monthly,Net Banking,25,499.0,0,2,1,14.1,4.5,1,5988.0
CUST10394,36,North,Standard,Monthly,Net Banking,13,799.0,20,0,2,15.3,3.5,0,7670.400000000001
CUST10395,45,South,Basic,Annual,Credit Card,21,599.0,5,3,3,18.1,1.5,0,6828.599999999999
CUST10396,43,North,Standard,Monthly,Debit Card,41,849.0,0,4,0,26.1,4.6,1,10188.0
CUST10397,54,East,Basic,Monthly,UPI,10,599.0,10,1,0,28.1,3.3,0,6469.2
CUST10398,43,South,Basic,Quarterly,Debit Card,9,549.0,0,5,1,16.2,2.7,0,6588.0
CUST10399,40,North,Standard,Quarterly,Net Banking,15,899.0,5,2,0,28.4,3.8,0,10248.6
CUST10400,26,West,Basic,Monthly,Debit Card,2,499.0,5,1,1,14.7,3.7,0,5688.599999999999
CUST10401,29,West,Basic,Quarterly,Net Banking,25,549.0,5,3,0,17.1,2.8,0,6258.599999999999
CUST10402,18,North,Basic,Monthly,UPI,13,549.0,15,2,2,10.4,2.3,1,5599.8
CUST10403,18,West,Basic,Monthly,UPI,34,499.0,0,1,1,10.2,3.9,0,5988.0
CUST10404,51,West,Basic,Monthly,Credit Card,34,549.0,5,2,2,14.6,2.7,0,6258.599999999999
CUST10405,49,West,Basic,Quarterly,Credit Card,35,549.0,5,1,0,21.8,3.6,0,6258.599999999999
CUST10406,42,South,Premium,Monthly,Debit Card,38,1249.0,10,4,0,14.0,3.8,0,13489.2
CUST10407,57,West,Standard,Annual,UPI,3,849.0,10,3,0,34.0,4.4,1,9169.2
CUST10408,18,West,Standard,Annual,UPI,42,799.0,5,3,1,14.5,5.0,0,9108.6
CUST10409,33,West,Basic,Annual,Credit Card,6,549.0,10,5,1,23.5,3.7,0,5929.2
CUST10410,56,South,Premium,Monthly,Net Banking,48,1199.0,0,1,0,32.6,3.1,0,14388.0
CUST10411,22,North,Standard,Annual,Debit Card,19,849.0,15,3,0,22.7,5.0,0,8659.8
CUST10412,39,East,Basic,Monthly,Debit Card,3,549.0,5,3,2,19.1,4.4,0,6258.599999999999
CUST10413,46,West,Standard,Monthly,Credit Card,18,899.0,10,5,0,23.2,3.7,0,9709.2
CUST10414,20,North,Basic,Monthly,UPI,39,499.0,0,2,1,17.5,3.7,0,5988.0
CUST10415,29,West,Basic,Monthly,Credit Card,9,499.0,0,0,1,14.0,3.5,0,5988.0
CUST10416,43,South,Standard,Quarterly,Credit Card,12,799.0,5,2,1,26.9,3.6,0,9108.6
CUST10417,33,North,Premium,Monthly,Credit Card,5,1199.0,15,4,2,17.3,3.4,1,12229.8
CUST10418,54,South,Standard,Monthly,Credit Card,3,849.0,5,1,1,29.5,2.6,1,9678.6
CUST10419,39,West,Standard,Quarterly,Net Banking,11,849.0,15,4,0,28.4,3.5,0,8659.8
CUST10420,46,West,Premium,Monthly,Net Banking,30,1249.0,5,2,0,23.3,5.0,0,14238.599999999999
CUST10421,31,South,Basic,Quarterly,UPI,4,599.0,5,1,1,29.8,2.8,0,6828.599999999999
CUST10422,45,East,Basic,Monthly,Credit Card,5,499.0,0,2,0,17.6,3.3,0,5988.0
CUST10423,22,South,Standard,Annual,Net Banking,1,799.0,15,2,0,28.3,2.7,0,8149.8
CUST10424,47,West,Standard,Annual,UPI,27,799.0,0,2,0,28.2,4.5,0,9588.0
CUST10425,22,South,Standard,Monthly,Credit Card,28,899.0,15,3,2,19.6,4.2,0,9169.8
CUST10426,29,East,Premium,Monthly,Debit Card,29,1249.0,15,4,0,18.6,2.3,0,12739.8
CUST10427,33,South,Standard,Monthly,Net Banking,18,849.0,20,2,1,24.6,1.7,1,8150.400000000001
CUST10428,43,East,Standard,Annual,UPI,12,799.0,5,0,1,37.7,4.3,0,9108.6
CUST10429,43,East,Basic,Monthly,Debit Card,13,499.0,10,2,0,20.1,2.3,0,5389.2
CUST10430,38,South,Premium,Monthly,Credit Card,41,1299.0,10,2,0,18.4,4.2,0,14029.2
CUST10431,56,South,Premium,Monthly,Credit Card,2,1199.0,0,1,0,31.4,2.9,0,14388.0
CUST10432,53,North,Premium,Monthly,Credit Card,37,1249.0,10,1,1,22.5,4.1,0,13489.2
CUST10433,50,West,Basic,Monthly,Net Banking,45,499.0,0,1,0,28.9,3.9,0,5988.0
CUST10434,47,East,Standard,Annual,UPI,16,799.0,5,1,1,33.8,3.0,0,9108.6
CUST10435,54,North,Basic,Monthly,Debit Card,48,549.0,0,2,0,6.7,2.7,0,6588.0
CUST10436,40,South,Basic,Monthly,UPI,24,499.0,0,1,2,21.7,4.0,0,5988.0
CUST10437,27,West,Basic,Annual,Net Banking,35,549.0,5,2,0,20.2,2.9,0,6258.599999999999
CUST10438,22,North,Standard,Annual,UPI,22,849.0,5,4,0,14.3,4.5,0,9678.6
CUST10439,53,East,Standard,Monthly,Net Banking,36,799.0,10,4,1,6.7,2.8,0,8629.2
CUST10440,51,North,Basic,Monthly,Credit Card,11,549.0,0,2,0,9.3,3.8,1,6588.0
CUST10441,48,East,Standard,Monthly,Debit Card,46,849.0,5,2,1,22.8,3.1,0,9678.6
CUST10442,27,South,Standard,Annual,Credit Card,29,799.0,0,2,0,17.7,3.5,0,9588.0
CUST10443,36,West,Basic,Monthly,UPI,35,549.0,5,0,1,15.6,2.9,0,6258.599999999999
CUST10444,49,West,Basic,Annual,Credit Card,48,549.0,10,1,0,22.8,3.3,0,5929.2
CUST10445,18,West,Standard,Quarterly,Debit Card,15,799.0,5,0,1,16.5,1.2,0,9108.6
CUST10446,22,South,Standard,Monthly,Credit Card,31,899.0,10,1,0,32.3,2.8,0,9709.2
CUST10447,21,East,Basic,Monthly,Debit Card,42,499.0,5,1,2,17.0,3.0,0,5688.599999999999
CUST10448,33,South,Basic,Monthly,Debit Card,41,599.0,10,3,1,34.0,3.4,0,6469.2
CUST10449,41,West,Basic,Monthly,Credit Card,43,599.0,5,2,2,21.8,4.7,0,6828.599999999999
CUST10450,33,South,Premium,Monthly,Net Banking,16,1199.0,5,2,0,16.8,2.9,0,13668.599999999999
CUST10451,19,South,Standard,Quarterly,UPI,10,799.0,10,3,0,16.2,4.8,0,8629.2
CUST10452,45,South,Standard,Annual,Net Banking,32,799.0,0,1,0,34.1,2.7,0,9588.0
CUST10453,49,East,Basic,Quarterly,Net Banking,2,499.0,10,6,0,27.6,2.5,0,5389.2
CUST10454,44,North,Standard,Quarterly,Credit Card,24,899.0,10,2,0,15.9,1.8,0,9709.2
CUST10455,37,North,Basic,Monthly,UPI,23,549.0,0,4,1,23.0,4.0,0,6588.0
CUST10456,41,South,Standard,Monthly,UPI,2,799.0,0,2,2,3.1,3.6,0,9588.0
CUST10457,29,North,Premium,Monthly,Net Banking,38,1249.0,0,0,1,11.3,4.0,0,14988.0
CUST10458,52,North,Standard,Quarterly,Credit Card,31,899.0,15,3,0,16.0,3.6,0,9169.8
CUST10459,50,South,Premium,Annual,UPI,40,1249.0,10,1,1,15.8,3.5,0,13489.2
CUST10460,50,South,Standard,Quarterly,Net Banking,26,849.0,0,1,2,31.7,3.8,0,10188.0
CUST10461,60,West,Basic,Monthly,UPI,29,549.0,5,2,1,6.7,5.0,0,6258.599999999999
CUST10462,54,North,Premium,Monthly,Credit Card,3,1199.0,5,1,0,10.6,3.1,0,13668.599999999999
CUST10463,29,East,Basic,Quarterly,Credit Card,14,499.0,15,3,0,25.6,5.0,0,5089.8
CUST10464,20,South,Standard,Monthly,Credit Card,25,849.0,0,2,1,23.8,4.3,0,10188.0
CUST10465,18,West,Basic,Annual,UPI,48,499.0,0,4,0,19.2,3.8,0,5988.0
CUST10466,50,East,Basic,Annual,Debit Card,1,549.0,15,0,0,38.4,4.0,0,5599.8
CUST10467,57,North,Standard,Quarterly,UPI,3,849.0,0,2,1,26.9,1.0,0,10188.0
CUST10468,27,West,Basic,Monthly,Debit Card,26,549.0,0,2,1,31.8,3.3,0,6588.0
CUST10469,60,South,Standard,Monthly,Credit Card,18,799.0,20,2,0,21.6,2.9,0,7670.400000000001
CUST10470,46,East,Standard,Monthly,Net Banking,9,799.0,10,3,0,17.7,5.0,0,8629.2
CUST10471,30,South,Basic,Monthly,Debit Card,38,499.0,0,3,0,17.7,3.2,0,5988.0
CUST10472,29,North,Basic,Monthly,Credit Card,23,499.0,0,0,1,29.4,3.5,0,5988.0
CUST10473,48,East,Standard,Quarterly,Credit Card,21,799.0,0,2,0,28.2,3.5,0,9588.0
CUST10474,19,North,Basic,Quarterly,Debit Card,1,549.0,0,2,1,20.3,2.3,0,6588.0
CUST10475,52,North,Standard,Monthly,Net Banking,21,799.0,15,3,0,25.8,3.0,1,8149.8
CUST10476,40,West,Standard,Monthly,Credit Card,27,799.0,5,3,0,29.7,4.2,0,9108.6
CUST10477,34,South,Premium,Monthly,Debit Card,42,1199.0,10,1,2,17.5,1.6,0,12949.2
CUST10478,43,East,Standard,Monthly,Net Banking,6,799.0,15,1,0,19.3,3.8,0,8149.8
CUST10479,25,North,Standard,Annual,Net Banking,44,799.0,5,2,0,25.6,2.7,0,9108.6
CUST10480,46,North,Standard,Monthly,Credit Card,36,799.0,0,1,0,7.7,4.7,0,9588.0
CUST10481,43,East,Basic,Monthly,UPI,28,599.0,5,2,2,25.7,3.9,0,6828.599999999999
CUST10482,27,North,Basic,Monthly,UPI,45,499.0,15,5,1,13.0,2.1,0,5089.8
CUST10483,43,West,Standard,Annual,Credit Card,17,849.0,15,4,0,29.5,3.1,0,8659.8
CUST10484,51,West,Standard,Quarterly,Net Banking,40,899.0,0,3,0,39.2,3.9,0,10788.0
CUST10485,58,West,Standard,Monthly,Credit Card,3,799.0,10,4,0,16.4,3.2,0,8629.2
CUST10486,24,West,Premium,Monthly,Debit Card,12,1299.0,5,0,1,11.2,3.6,0,14808.599999999999
CUST10487,21,North,Premium,Quarterly,UPI,39,1199.0,15,0,0,20.6,3.5,0,12229.8
CUST10488,28,East,Premium,Annual,Debit Card,12,1199.0,0,0,4,19.9,4.3,0,14388.0
CUST10489,46,East,Standard,Monthly,Credit Card,2,799.0,5,1,3,27.3,3.9,0,9108.6
CUST10490,53,East,Basic,Annual,Credit Card,46,499.0,15,2,0,23.9,3.5,0,5089.8
CUST10491,42,East,Standard,Annual,Net Banking,22,799.0,5,1,1,19.6,3.5,0,9108.6
CUST10492,38,South,Basic,Annual,Net Banking,23,499.0,5,1,0,22.7,2.5,0,5688.599999999999
CUST10493,53,East,Standard,Quarterly,Net Banking,30,849.0,0,0,0,13.0,4.8,0,10188.0
CUST10494,27,South,Standard,Quarterly,Debit Card,5,899.0,0,3,1,28.6,5.0,0,10788.0
CUST10495,54,South,Standard,Monthly,Net Banking,9,799.0,5,3,1,34.9,3.2,0,9108.6
CUST10496,26,West,Basic,Quarterly,Credit Card,21,499.0,20,2,1,12.4,3.5,0,4790.400000000001
CUST10497,41,South,Basic,Monthly,Net Banking,11,499.0,0,2,2,9.4,4.4,0,5988.0
CUST10498,52,North,Standard,Quarterly,UPI,5,799.0,5,1,0,18.8,4.4,0,9108.6
CUST10499,52,South,Basic,Monthly,Net Banking,35,549.0,10,0,3,12.2,3.7,0,5929.2
CUST10500,53,West,Premium,Quarterly,Debit Card,27,1199.0,0,1,1,11.8,2.6,0,14388.0
CUST10501,35,South,Basic,Annual,UPI,2,499.0,5,0,1,10.8,5.0,0,5688.599999999999
CUST10502,56,North,Basic,Monthly,UPI,24,549.0,10,4,0,20.5,4.1,0,5929.2
CUST10503,49,North,Basic,Annual,UPI,31,599.0,15,2,1,18.7,3.7,0,6109.8
CUST10504,41,North,Standard,Monthly,Debit Card,33,799.0,10,1,1,25.0,2.8,0,8629.2
CUST10505,40,West,Standard,Annual,Credit Card,39,849.0,10,5,0,17.5,3.6,0,9169.2
CUST10506,49,West,Basic,Monthly,Net Banking,30,499.0,0,1,1,12.3,1.9,0,5988.0
CUST10507,54,East,Basic,Monthly,UPI,46,499.0,20,2,0,21.9,4.2,0,4790.400000000001
CUST10508,29,West,Standard,Annual,UPI,37,799.0,0,3,1,13.5,4.4,0,9588.0
CUST10509,30,North,Basic,Monthly,UPI,28,499.0,10,1,1,26.1,3.7,0,5389.2
CUST10510,40,North,Standard,Annual,Credit Card,31,899.0,0,1,0,8.7,2.6,1,10788.0
CUST10511,42,West,Standard,Monthly,Credit Card,11,799.0,15,2,1,4.7,3.9,0,8149.8
CUST10512,52,South,Basic,Monthly,Debit Card,23,499.0,10,1,1,9.1,4.2,0,5389.2
CUST10513,58,West,Basic,Monthly,Credit Card,2,499.0,10,1,1,18.7,2.8,0,5389.2
CUST10514,47,West,Premium,Quarterly,Net Banking,40,1199.0,0,2,0,19.7,4.3,0,14388.0
CUST10515,34,North,Standard,Monthly,Debit Card,41,849.0,5,0,0,23.1,4.0,1,9678.6
CUST10516,37,East,Standard,Monthly,Debit Card,27,799.0,10,3,1,17.5,3.3,0,8629.2
CUST10517,42,North,Basic,Monthly,Net Banking,35,499.0,10,1,0,15.2,3.0,0,5389.2
CUST10518,39,East,Standard,Monthly,Net Banking,2,849.0,0,1,0,33.5,3.3,0,10188.0
CUST10519,30,North,Basic,Annual,Net Banking,39,499.0,20,1,0,31.4,2.6,0,4790.400000000001
CUST10520,36,West,Standard,Annual,Debit Card,37,799.0,15,3,0,29.9,3.7,0,8149.8
CUST10521,53,North,Premium,Monthly,Debit Card,21,1199.0,0,3,1,24.5,4.0,0,14388.0
CUST10522,29,North,Standard,Quarterly,Debit Card,5,799.0,15,1,2,25.1,4.6,0,8149.8
CUST10523,58,North,Basic,Monthly,Net Banking,45,499.0,5,2,1,15.6,3.8,0,5688.599999999999
CUST10524,36,West,Basic,Quarterly,Net Banking,21,499.0,5,2,2,23.2,3.9,0,5688.599999999999
CUST10525,29,West,Standard,Annual,UPI,29,849.0,0,2,1,14.5,3.3,0,10188.0
CUST10526,26,West,Basic,Annual,Credit Card,20,549.0,5,1,0,13.6,2.7,0,6258.599999999999
CUST10527,24,West,Basic,Monthly,UPI,38,549.0,10,2,1,9.1,3.1,0,5929.2
CUST10528,45,East,Standard,Quarterly,Net Banking,20,899.0,5,2,0,25.2,4.8,0,10248.6
